,identifier,language,code,label
87,codestral_gen_87,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestParam String newEmail, @RequestParam String userId) {
    String query = ""UPDATE users SET email = ? WHERE id = ?"";
    jdbcTemplate.update(query, newEmail, userId);
    return ResponseEntity.ok(""Email updated successfully"");
}
",good
88,codestral_gen_88,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = '"" + profile.getName() + ""', email = '"" + profile.getEmail() + ""' WHERE id = "" + profile.getId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
89,codestral_gen_89,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = ?, email = ? WHERE id = ?"";
    jdbcTemplate.update(query, profile.getName(), profile.getEmail(), profile.getId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
90,codestral_gen_90,java,"java
@PostMapping(""/updateEmail"")
public String updateEmail(@RequestParam(""email"") String email, @RequestParam(""userId"") String userId) {
    String sql = ""UPDATE Users SET email = '"" + email + ""' WHERE user_id = "" + userId;
    jdbcTemplate.execute(sql);
    return ""Email updated successfully"";
}
",bad
91,codestral_gen_91,java,"sql
UPDATE Users SET email = 'attacker@example.com'; DROP TABLE Users; --' WHERE user_id = 1
",good
92,codestral_gen_92,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = '"" + profile.getName() + ""', email = '"" + profile.getEmail() + ""' WHERE id = "" + profile.getId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
93,codestral_gen_93,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = ?, email = ? WHERE id = ?"";
    jdbcTemplate.update(query, profile.getName(), profile.getEmail(), profile.getId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
94,codestral_gen_94,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestBody EmailUpdateRequest request) {
    String query = ""UPDATE users SET email = '"" + request.getEmail() + ""' WHERE username = '"" + request.getUsername() + ""'"";
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Email updated successfully"");
}
",bad
95,codestral_gen_95,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestBody EmailUpdateRequest request) {
    String query = ""UPDATE users SET email = ? WHERE username = ?"";
    jdbcTemplate.update(query, request.getEmail(), request.getUsername());
    return ResponseEntity.ok(""Email updated successfully"");
}
",good
96,codestral_gen_96,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = '"" + profile.getName() + ""', email = '"" + profile.getEmail() + ""' WHERE id = "" + profile.getId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
97,codestral_gen_97,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = ?, email = ? WHERE id = ?"";
    jdbcTemplate.update(query, profile.getName(), profile.getEmail(), profile.getId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
98,codestral_gen_98,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = '"" + profile.getName() + ""', email = '"" + profile.getEmail() + ""' WHERE id = "" + profile.getId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
99,codestral_gen_99,java,"sql
UPDATE profiles SET name = 'Malicious User', email = 'malicious@user.com' WHERE id = 1; DROP TABLE profiles; --
",good
100,codestral_gen_100,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = '"" + profile.getName() + ""', email = '"" + profile.getEmail() + ""' WHERE id = "" + profile.getId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
101,codestral_gen_101,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = ?, email = ? WHERE id = ?"";
    jdbcTemplate.update(query, profile.getName(), profile.getEmail(), profile.getId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
102,codestral_gen_102,java,"java
String query = ""SELECT * FROM users WHERE username = '"" + username + ""' AND password = '"" + password + ""'"";
",bad
103,codestral_gen_103,java,"java
String query = ""SELECT * FROM users WHERE username = ? AND password = ?"";
PreparedStatement statement = connection.prepareStatement(query);
statement.setString(1, username);
statement.setString(2, password);
",good
104,codestral_gen_104,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestBody String newEmail) {
    String sql = ""UPDATE users SET email = '"" + newEmail + ""' WHERE userId = "" + userId;
    jdbcTemplate.execute(sql);
    return ResponseEntity.ok(""Email updated successfully"");
}
",bad
105,codestral_gen_105,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestBody String newEmail) {
    String sql = ""UPDATE users SET email = ? WHERE userId = ?"";
    jdbcTemplate.update(sql, newEmail, userId);
    return ResponseEntity.ok(""Email updated successfully"");
}
",good
106,codestral_gen_106,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = '"" + profile.getName() + ""', email = '"" + profile.getEmail() + ""' WHERE id = "" + profile.getId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
107,codestral_gen_107,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = ?, email = ? WHERE id = ?"";
    jdbcTemplate.update(query, profile.getName(), profile.getEmail(), profile.getId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
108,codestral_gen_108,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = '"" + profile.getName() + ""', email = '"" + profile.getEmail() + ""' WHERE id = "" + profile.getId();
    jdbcTemplate.update(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
109,codestral_gen_109,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = ?, email = ? WHERE id = ?"";
    jdbcTemplate.update(query, profile.getName(), profile.getEmail(), profile.getId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
110,codestral_gen_110,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody UserProfile userProfile) {
    String query = ""UPDATE user_profiles SET name = '"" + userProfile.getName() + ""', email = '""
                    + userProfile.getEmail() + ""' WHERE user_id = "" + userProfile.getUserId();
    jdbcTemplate.update(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
111,codestral_gen_111,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody UserProfile userProfile) {
    String query = ""UPDATE user_profiles SET name = ?, email = ? WHERE user_id = ?"";
    jdbcTemplate.update(query, userProfile.getName(), userProfile.getEmail(), userProfile.getUserId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
112,codestral_gen_112,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestParam String email, @RequestParam String userId) {
    String sql = ""UPDATE users SET email = '"" + email + ""' WHERE user_id = "" + userId;
    jdbcTemplate.execute(sql);
    return ResponseEntity.ok(""Email updated successfully"");
}
",bad
113,codestral_gen_113,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestParam String email, @RequestParam String userId) {
    String sql = ""UPDATE users SET email = ? WHERE user_id = ?"";
    jdbcTemplate.update(sql, email, userId);
    return ResponseEntity.ok(""Email updated successfully"");
}
",good
114,codestral_gen_114,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestBody String newEmail) {
    String sql = ""UPDATE users SET email = '"" + newEmail + ""' WHERE id = "" + userId;
    jdbcTemplate.execute(sql);
    return ResponseEntity.ok(""Email updated successfully"");
}
",bad
115,codestral_gen_115,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestBody String newEmail) {
    String sql = ""UPDATE users SET email = ? WHERE id = ?"";
    jdbcTemplate.update(sql, newEmail, userId);
    return ResponseEntity.ok(""Email updated successfully"");
}
",good
116,codestral_gen_116,java,"java
String query = ""SELECT * FROM books WHERE title = '"" + bookTitle + ""'"";
PreparedStatement statement = connection.prepareStatement(query);
ResultSet resultSet = statement.executeQuery();
",bad
117,codestral_gen_117,java,"java
String query = ""SELECT * FROM books WHERE title = ?"";
PreparedStatement statement = connection.prepareStatement(query);
statement.setString(1, bookTitle);
ResultSet resultSet = statement.executeQuery();
",good
118,codestral_gen_118,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestParam String email, @RequestParam String userId) {
    String query = ""UPDATE users SET email = '"" + email + ""' WHERE user_id = "" + userId;
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Email updated successfully"");
}
",bad
119,codestral_gen_119,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestParam String email, @RequestParam String userId) {
    String query = ""UPDATE users SET email = ? WHERE user_id = ?"";
    jdbcTemplate.update(query, email, userId);
    return ResponseEntity.ok(""Email updated successfully"");
}
",good
120,codestral_gen_120,java,"java
String userInput = request.getParameter(""username"");
String newEmail = request.getParameter(""email"");
String query = ""UPDATE users SET email = '"" + newEmail + ""' WHERE username = '"" + userInput + ""';"";
statement.executeUpdate(query);
",bad
121,codestral_gen_121,java,"java
String userInput = request.getParameter(""username"");
String newEmail = request.getParameter(""email"");
PreparedStatement preparedStatement = connection.prepareStatement(""UPDATE users SET email = ? WHERE username = ?"");
preparedStatement.setString(1, newEmail);
preparedStatement.setString(2, userInput);
preparedStatement.executeUpdate();
",good
122,codestral_gen_122,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = '"" + profile.getName() + ""', email = '"" + profile.getEmail() + ""' WHERE id = "" + profile.getId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
123,codestral_gen_123,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = ?, email = ? WHERE id = ?"";
    jdbcTemplate.update(query, profile.getName(), profile.getEmail(), profile.getId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
124,codestral_gen_124,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = '"" + profile.getName() + ""', email = '"" + profile.getEmail() + ""' WHERE id = "" + profile.getId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
125,codestral_gen_125,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = ?, email = ? WHERE id = ?"";
    jdbcTemplate.update(query, profile.getName(), profile.getEmail(), profile.getId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
126,codestral_gen_126,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = '"" + profile.getName() + ""', email = '"" + profile.getEmail() + ""' WHERE id = "" + profile.getId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
127,codestral_gen_127,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = ?, email = ? WHERE id = ?"";
    jdbcTemplate.update(query, profile.getName(), profile.getEmail(), profile.getId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
128,codestral_gen_128,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestBody String newEmail) {
    String sql = ""UPDATE users SET email = '"" + newEmail + ""' WHERE id = "" + userId;
    jdbcTemplate.execute(sql);
    return ResponseEntity.ok(""Email updated successfully"");
}
",bad
129,codestral_gen_129,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestBody String newEmail) {
    String sql = ""UPDATE users SET email = ? WHERE id = ?"";
    jdbcTemplate.update(sql, newEmail, userId);
    return ResponseEntity.ok(""Email updated successfully"");
}
",good
130,codestral_gen_130,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET firstName = '"" + profile.getFirstName() + ""', lastName = '""
                    + profile.getLastName() + ""', email = '"" + profile.getEmail() + ""' WHERE userId = ""
                    + profile.getUserId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
131,codestral_gen_131,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET firstName = ?, lastName = ?, email = ? WHERE userId = ?"";
    jdbcTemplate.update(query, profile.getFirstName(), profile.getLastName(), profile.getEmail(), profile.getUserId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
132,codestral_gen_132,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestParam String newEmail, @RequestParam String userId) {
    String sql = ""UPDATE users SET email = '"" + newEmail + ""' WHERE id = "" + userId;
    jdbcTemplate.execute(sql);
    return ResponseEntity.ok(""Email updated successfully"");
}
",bad
133,codestral_gen_133,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestParam String newEmail, @RequestParam String userId) {
    String sql = ""UPDATE users SET email = ? WHERE id = ?"";
    jdbcTemplate.update(sql, newEmail, userId);
    return ResponseEntity.ok(""Email updated successfully"");
}
",good
134,codestral_gen_134,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestBody EmailUpdateRequest request) {
    String query = ""UPDATE users SET email = '"" + request.getNewEmail() + ""' WHERE username = '"" + request.getUsername() + ""'"";
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Email updated successfully"");
}
",bad
135,codestral_gen_135,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestBody EmailUpdateRequest request) {
    String query = ""UPDATE users SET email = ? WHERE username = ?"";
    jdbcTemplate.update(query, request.getNewEmail(), request.getUsername());
    return ResponseEntity.ok(""Email updated successfully"");
}
",good
136,codestral_gen_136,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = '"" + profile.getName() + ""', email = '"" + profile.getEmail() + ""' WHERE id = "" + profile.getId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
137,codestral_gen_137,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = ?, email = ? WHERE id = ?"";
    jdbcTemplate.update(query, profile.getName(), profile.getEmail(), profile.getId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
138,codestral_gen_138,java,"java
@PostMapping(""/login"")
public String login(@RequestParam(""username"") String username, @RequestParam(""password"") String password) {
    String query = ""SELECT * FROM users WHERE username = '"" + username + ""' AND password = '"" + password + ""'"";
    // execute the query
}
",bad
139,codestral_gen_139,java,"java
@PostMapping(""/login"")
public String login(@RequestParam(""username"") String username, @RequestParam(""password"") String password) {
    String query = ""SELECT * FROM users WHERE username = ? AND password = ?"";
    // use a prepared statement to execute the query with the username and password as parameters
}
",good
140,codestral_gen_140,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestParam String email, @RequestParam String userId) {
    String sql = ""UPDATE Users SET email = '"" + email + ""' WHERE user_id = "" + userId;
    jdbcTemplate.execute(sql);
    return ResponseEntity.ok(""Email updated successfully"");
}
",bad
141,codestral_gen_141,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestParam String email, @RequestParam String userId) {
    String sql = ""UPDATE Users SET email = ? WHERE user_id = ?"";
    jdbcTemplate.update(sql, email, userId);
    return ResponseEntity.ok(""Email updated successfully"");
}
",good
142,codestral_gen_142,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = '"" + profile.getName() + ""', email = '"" + profile.getEmail() + ""' WHERE id = "" + profile.getId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
143,codestral_gen_143,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = ?, email = ? WHERE id = ?"";
    jdbcTemplate.update(query, profile.getName(), profile.getEmail(), profile.getId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
144,codestral_gen_144,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody User user) {
    String query = ""UPDATE users SET name = '"" + user.getName() + ""', email = '"" + user.getEmail() + ""' WHERE id = "" + user.getId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
145,codestral_gen_145,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody User user) {
    String query = ""UPDATE users SET name = ?, email = ? WHERE id = ?"";
    jdbcTemplate.update(query, user.getName(), user.getEmail(), user.getId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
146,codestral_gen_146,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = '"" + profile.getName() + ""', email = '""
                   + profile.getEmail() + ""' WHERE user_id = "" + profile.getUserId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
147,codestral_gen_147,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = ?, email = ? WHERE user_id = ?"";
    jdbcTemplate.update(query, profile.getName(), profile.getEmail(), profile.getUserId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
148,codestral_gen_148,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestBody String newEmail) {
    String sql = ""UPDATE users SET email = '"" + newEmail + ""' WHERE userId = "" + userId;
    jdbcTemplate.execute(sql);
    return ResponseEntity.ok(""Email updated successfully"");
}
",bad
149,codestral_gen_149,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestBody String newEmail) {
    String sql = ""UPDATE users SET email = ? WHERE userId = ?"";
    jdbcTemplate.update(sql, newEmail, userId);
    return ResponseEntity.ok(""Email updated successfully"");
}
",good
150,codestral_gen_150,java,"java
String query = ""SELECT * FROM users WHERE username = '"" + username + ""' AND password = '"" + password + ""'"";
",bad
151,codestral_gen_151,java,"java
String query = ""SELECT * FROM users WHERE username = ? AND password = ?"";
PreparedStatement stmt = conn.prepareStatement(query);
stmt.setString(1, username);
stmt.setString(2, password);
",good
152,codestral_gen_152,java,"java
@PostMapping(""/updateProfile"")
public String updateProfile(@RequestParam(""username"") String username, @RequestParam(""email"") String email) {
    String sql = ""UPDATE users SET email = '"" + email + ""' WHERE username = '"" + username + ""'"";
    jdbcTemplate.update(sql);
    return ""Profile updated successfully"";
}
",bad
153,codestral_gen_153,java,"java
@PostMapping(""/updateProfile"")
public String updateProfile(@RequestParam(""username"") String username, @RequestParam(""email"") String email) {
    String sql = ""UPDATE users SET email = ? WHERE username = ?"";
    jdbcTemplate.update(sql, email, username);
    return ""Profile updated successfully"";
}
",good
154,codestral_gen_154,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestParam String email, @RequestParam String userId) {
    String sql = ""UPDATE users SET email = '"" + email + ""' WHERE user_id = "" + userId;
    jdbcTemplate.execute(sql);
    return ResponseEntity.ok(""Email updated successfully"");
}
",bad
155,codestral_gen_155,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestParam String email, @RequestParam String userId) {
    String sql = ""UPDATE users SET email = ? WHERE user_id = ?"";
    jdbcTemplate.update(sql, email, userId);
    return ResponseEntity.ok(""Email updated successfully"");
}
",good
156,codestral_gen_156,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = '"" + profile.getName() + ""', email = '"" + profile.getEmail() + ""' WHERE id = "" + profile.getId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
157,codestral_gen_157,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = ?, email = ? WHERE id = ?"";
    jdbcTemplate.update(query, profile.getName(), profile.getEmail(), profile.getId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
158,codestral_gen_158,java,"java
String query = ""UPDATE users SET name = '"" + name + ""', email = '"" + email + ""' WHERE id = "" + id;
statement.executeUpdate(query);
",bad
159,codestral_gen_159,java,"java
String query = ""UPDATE users SET name = ?, email = ? WHERE id = ?"";
PreparedStatement statement = connection.prepareStatement(query);
statement.setString(1, name);
statement.setString(2, email);
statement.setInt(3, id);
statement.executeUpdate();
",good
160,codestral_gen_160,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = '"" + profile.getName() + ""', email = '"" + profile.getEmail() + ""' WHERE id = "" + profile.getId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
161,codestral_gen_161,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = ?, email = ? WHERE id = ?"";
    jdbcTemplate.update(query, profile.getName(), profile.getEmail(), profile.getId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
162,codestral_gen_162,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = '"" + profile.getName() + ""', email = '"" + profile.getEmail() + ""' WHERE id = "" + profile.getId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
163,codestral_gen_163,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = ?, email = ? WHERE id = ?"";
    jdbcTemplate.update(query, profile.getName(), profile.getEmail(), profile.getId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
164,codestral_gen_164,java,"java
@PostMapping(""/updateEmail"")
public String updateEmail(@RequestParam(""newEmail"") String newEmail, @RequestParam(""userId"") String userId) {
    String query = ""UPDATE users SET email = '"" + newEmail + ""' WHERE user_id = "" + userId;
    jdbcTemplate.execute(query);
    return ""Email updated successfully"";
}
",bad
165,codestral_gen_165,java,"java
@PostMapping(""/updateEmail"")
public String updateEmail(@RequestParam(""newEmail"") String newEmail, @RequestParam(""userId"") String userId) {
    String query = ""UPDATE users SET email = ? WHERE user_id = ?"";
    jdbcTemplate.update(query, newEmail, userId);
    return ""Email updated successfully"";
}
",good
166,codestral_gen_166,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = '"" + profile.getName() + ""', email = '"" + profile.getEmail() + ""' WHERE id = "" + profile.getId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
167,codestral_gen_167,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = ?, email = ? WHERE id = ?"";
    jdbcTemplate.update(query, profile.getName(), profile.getEmail(), profile.getId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
168,codestral_gen_168,java,"java
@PostMapping(""/login"")
public ResponseEntity<String> login(@RequestBody User user) {
    String query = ""SELECT * FROM users WHERE username = '"" + user.getUsername() + ""' AND password = '"" + user.getPassword() + ""'"";
    // Execute the query...
}
",bad
169,codestral_gen_169,java,"java
@PostMapping(""/login"")
public ResponseEntity<String> login(@RequestBody User user) {
    String query = ""SELECT * FROM users WHERE username = ? AND password = ?"";
    try (PreparedStatement stmt = conn.prepareStatement(query)) {
        stmt.setString(1, user.getUsername());
        stmt.setString(2, user.getPassword());
        // Execute the query...
    } catch (SQLException e) {
        // Handle exception...
    }
}
",good
170,codestral_gen_170,java,"java
@PostMapping(""/update-email"")
public ResponseEntity<String> updateEmail(@RequestParam String newEmail, @RequestParam String userId) {
    String sql = ""UPDATE users SET email = '"" + newEmail + ""' WHERE user_id = "" + userId;
    jdbcTemplate.update(sql);
    return ResponseEntity.ok(""Email updated successfully"");
}
",bad
171,codestral_gen_171,java,"java
@PostMapping(""/update-email"")
public ResponseEntity<String> updateEmail(@RequestParam String newEmail, @RequestParam String userId) {
    String sql = ""UPDATE users SET email = ? WHERE user_id = ?"";
    jdbcTemplate.update(sql, newEmail, userId);
    return ResponseEntity.ok(""Email updated successfully"");
}
",good
172,codestral_gen_172,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestParam String email, @RequestParam String userId) {
    String query = ""UPDATE users SET email = '"" + email + ""' WHERE user_id = "" + userId;
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Email updated successfully"");
}
",bad
173,codestral_gen_173,java,"java
@PostMapping(""/updateEmail"")
public ResponseEntity<String> updateEmail(@RequestParam String email, @RequestParam String userId) {
    String query = ""UPDATE users SET email = ? WHERE user_id = ?"";
    jdbcTemplate.update(query, email, userId);
    return ResponseEntity.ok(""Email updated successfully"");
}
",good
174,codestral_gen_174,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = '"" + profile.getName() + ""', email = '"" + profile.getEmail() + ""' WHERE id = "" + profile.getId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
175,codestral_gen_175,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = ?, email = ? WHERE id = ?"";
    jdbcTemplate.update(query, profile.getName(), profile.getEmail(), profile.getId());
    return ResponseEntity.ok(""Profile updated successfully"");
}
",good
176,codestral_gen_176,java,"java
@PostMapping(""/updateProfile"")
public ResponseEntity<String> updateProfile(@RequestBody Profile profile) {
    String query = ""UPDATE profiles SET name = '"" + profile.getName() + ""', email = '"" + profile.getEmail() + ""' WHERE id = "" + profile.getId();
    jdbcTemplate.execute(query);
    return ResponseEntity.ok(""Profile updated successfully"");
}
",bad
